#,API,API_CODE_#,INSTRUCT,CODE_PATH,TEST_1,TEST_2,TEST_3,TEST_4,TEST_5
1424,pytensor,30,Create a Python program that uses the 'pytensor' API to calculate the mean and standard deviation of a given tensor. Ensure that your program handles tensor dimensions appropriately and provides meaningful error messages for invalid inputs.,code/pytensor/pytensor_30.py,Test tensor statistics calculation with non-tensor inputs:\n* Inputs: tensor_I and a non-tensor object\n* Expected Output: An error message indicating invalid input.,Test tensor statistics calculation with an empty input tensor:\n* Inputs: an empty tensor\n* Expected Output: An error message indicating an empty input tensor.,Test tensor statistics calculation with a valid tensor:\n* Inputs: tensor_I (a valid tensor)\n* Expected Output: The calculated mean and standard deviation of the tensor as a dictionary.,,
1425,pytensor,31,Create a Python program that uses the 'pytensor' API to perform matrix slicing on a given matrix. Ensure that your program handles matrix dimensions appropriately and provides meaningful error messages for invalid inputs.,code/pytensor/pytensor_31.py,Test matrix slicing with non-matrix input:\n* Inputs: matrix_K and a non-matrix object as slicing indices\n* Expected Output: An error message indicating invalid input.,"Test matrix slicing with a valid matrix and slicing indices:\n* Inputs: matrix_K (a valid matrix) and row_start, row_end, col_start, col_end (valid slicing indices)\n* Expected Output: The sliced matrix.",Test matrix slicing with incompatible slicing indices:\n* Inputs: matrix_K and slicing indices that are incompatible with the original matrix size\n* Expected Output: An error message indicating incompatible dimensions for slicing.,,
1426,pytensor,32,Create a Python program that uses the 'pytensor' API to calculate the sum of elements in a given tensor along a specified axis. Ensure that your program handles tensor dimensions and axis appropriately and provides meaningful error messages for invalid inputs.,code/pytensor/pytensor_32.py,Test axis sum calculation with non-tensor input:\n* Inputs: tensor_M and a non-tensor object as axis_to_sum\n* Expected Output: An error message indicating invalid input.,Test axis sum calculation with an invalid axis:\n* Inputs: tensor_M and an axis_to_sum that is out of range for the tensor dimensions\n* Expected Output: An error message indicating an invalid axis.,Test axis sum calculation with a valid tensor and axis:\n* Inputs: tensor_M (a valid tensor) and axis_to_sum (a valid axis)\n* Expected Output: The calculated sum along the specified axis.,,
1428,pytensor,34,Create a Python program that uses the 'pytensor' API to perform tensor transposition on a given tensor. Ensure that your program handles tensor dimensions appropriately and provides meaningful error messages for invalid inputs.,code/pytensor/pytensor_34.py,Test tensor transposition with a valid tensor:\n* Inputs: tensor_Q (a valid tensor)\n* Expected Output: The transposed tensor.,Test tensor transposition with non-tensor input:\n* Inputs: tensor_Q and a non-tensor object\n* Expected Output: An error message indicating invalid input.,Test tensor transposition with an empty input tensor:\n* Inputs: an empty tensor\n* Expected Output: An error message indicating an empty input tensor.,,
1429,pytensor,35,Create a Python program that uses the 'pytensor' API to calculate the inverse of a given square matrix. Ensure that your program handles the input matrix appropriately and provides meaningful error messages for invalid inputs.,code/pytensor/pytensor_35.py,"Test matrix inverse calculation with a non-square matrix:\n* Inputs: a non-square matrix (e.g., rectangular matrix)\n* Expected Output: An error message indicating an invalid input.",Test matrix inverse calculation with a non-matrix input:\n* Inputs: a non-matrix object\n* Expected Output: An error message indicating invalid input.,Test matrix inverse calculation with a valid square matrix:\n* Inputs: square_matrix_S (a valid square matrix)\n* Expected Output: The calculated inverse of the matrix.,,
1430,pytensor,36,Create a Python program that uses the 'pytensor' API to perform element-wise exponentiation of a given tensor. Ensure that your program handles tensor dimensions appropriately and provides meaningful error messages for invalid inputs.,code/pytensor/pytensor_36.py,Test element-wise exponentiation with negative exponent:\n* Inputs: tensor_U and a negative exponent_value\n* Expected Output: An error message indicating invalid input (complex result).,Test element-wise exponentiation with a valid tensor and exponent:\n* Inputs: tensor_U (a valid tensor) and exponent_value (a valid exponent)\n* Expected Output: The result of element-wise exponentiation.,Test element-wise exponentiation with non-tensor input:\n* Inputs: tensor_U and a non-tensor object as exponent_value\n* Expected Output: An error message indicating invalid input.,,
1432,pytensor,38,Create a Python program that uses the 'pytensor' API to perform tensor element-wise division on two given tensors. Ensure that your program handles tensor dimensions appropriately and provides meaningful error messages for invalid inputs.,code/pytensor/pytensor_38.py,Test tensor element-wise division with non-tensor inputs (tensor_Z and a non-tensor object):\n* Inputs: tensor_Z (a valid tensor) and a non-tensor object\n* Expected Output: An error message indicating invalid input.,Test tensor element-wise division with division by zero (tensor_Z and tensor_A containing zero values):\n* Inputs: tensor_Z and tensor_A that contain zero values\n* Expected Output: An error message indicating division by zero.,Test tensor element-wise division with valid tensors:\n* Inputs: tensor_Z and tensor_A (valid tensors)\n* Expected Output: The result of element-wise division.,,
1433,pytensor,39,Create a Python program that uses the 'pytensor' API to calculate the cosine of each element in a given tensor. Ensure that your program handles tensor dimensions appropriately and provides meaningful error messages for invalid inputs.,code/pytensor/pytensor_39.py,Test cosine calculation with an empty input tensor:\n* Inputs: an empty tensor\n* Expected Output: An error message indicating an empty input tensor.,Test cosine calculation with non-tensor inputs:\n* Inputs: tensor_C and a non-tensor object\n* Expected Output: An error message indicating invalid input.,Test cosine calculation with a valid tensor:\n* Inputs: tensor_C (a valid tensor)\n* Expected Output: The result of the cosine function applied to each element of the tensor.,,
1434,pytensor,40,Create a Python program that uses the 'pytensor' API to calculate the mean and standard deviation of rows in a given matrix. Ensure that your program handles the input matrix appropriately and provides meaningful error messages for invalid inputs.,code/pytensor/pytensor_40.py,Test row statistics calculation with an empty input matrix:\n* Inputs: an empty matrix\n* Expected Output: An error message indicating an empty input matrix.,Test row statistics calculation with a valid matrix:\n* Inputs: matrix_E (a valid matrix)\n* Expected Output: The calculated mean and standard deviation of rows as a dictionary.,Test row statistics calculation with a non-matrix input:\n* Inputs: matrix_E and a non-matrix object\n* Expected Output: An error message indicating invalid input.,,
1435,pytensor,41,Create a Python program that uses the 'pytensor' API to calculate the tangent of each element in a given tensor. Ensure that your program handles tensor dimensions appropriately and provides meaningful error messages for invalid inputs.,code/pytensor/pytensor_41.py,Test tangent calculation with an empty input tensor:\n* Inputs: an empty tensor\n* Expected Output: An error message indicating an empty input tensor.,Test tangent calculation with a valid tensor:\n* Inputs: tensor_G (a valid tensor)\n* Expected Output: The result of the tangent function applied to each element of the tensor.,Test tangent calculation with non-tensor inputs:\n* Inputs: tensor_G and a non-tensor object\n* Expected Output: An error message indicating invalid input.,,
1436,pytorch-lightning,1,"Create a Python program using the 'pytorch-lightning' API to define a 'DataModule' class that prepares and tokenizes data for a natural language processing task. The 'DataModule' should load a dataset using the 'datasets' and 'transformers' libraries, tokenize the data with a specific model tokenizer, and set up data loaders. The program should demonstrate the use of 'pytorch-lightning' to create a 'DataModule' instance, prepare data, set it up, and print the shape of a batch from the data loader.",code/pytorch-lightning/pytorch-lightning_1.py,Verify that the 'prepare_data' method correctly loads the dataset and the 'setup' method tokenizes and sets up the data for training and validation.,"Ensure that the program prints the shape of a batch from the data loader without errors, indicating correct data preparation and loading.",Check if the program successfully creates an instance of the 'DataModule' class.,,
1437,pytorch-lightning,2,"Create a Python program using the 'pytorch-lightning' API to define a neural network model for a natural language classification task. The model should consist of an embedding layer, a bi-directional LSTM layer, and a linear layer for classification. The program should demonstrate the use of 'pytorch-lightning' to create an instance of the model, forward pass a batch of data, and print the shape of the output tensor.",code/pytorch-lightning/pytorch-lightning_2.py,Verify that the forward pass of the model can process a sample input without errors and produces an output tensor with the correct shape.,Check if the program successfully creates an instance of the 'TextClassificationModel' class.,"Ensure that the model architecture includes an embedding layer, a bi-directional LSTM layer, and a linear layer for classification.",,
1438,pytorch-lightning,3,"Create a Python program using the 'pytorch-lightning' API to define a training loop for the previously created 'TextClassificationModel.' The program should demonstrate the use of 'pytorch-lightning' to set up a trainer, train the model on a sample dataset, and save the trained model checkpoint to a specified directory.",code/pytorch-lightning/pytorch-lightning_3.py,Verify that the trained model checkpoint is saved to the specified directory.,Ensure that the trainer is configured to use a CPU (change to GPU if you have one) and train for the specified number of epochs.,Check if the program successfully trains the 'TextClassificationModel' on a sample dataset without errors.,,
1439,pytorch-lightning,4,Create a Python program using the 'pytorch-lightning' API to define a custom callback that logs the training loss and validation loss during training. The program should demonstrate the use of this custom callback to monitor and log losses during model training.,code/pytorch-lightning/pytorch-lightning_4.py,Ensure that the custom callback correctly monitors and logs both training and validation losses.,Verify that the losses are logged and printed at the end of each epoch during training.,Check if the program successfully trains the 'ExampleModel' with the custom loss logging callback.,,
1440,pytorch-lightning,5,Create a Python program using the 'pytorch-lightning' API to define a custom learning rate scheduler that adjusts the learning rate during training. The program should demonstrate the use of this custom learning rate scheduler with a learning rate finder to discover the optimal learning rate for a model.,code/pytorch-lightning/pytorch-lightning_5.py,Verify that the suggested learning rate is printed correctly.,Check if the program successfully discovers the suggested learning rate using the learning rate finder.,Ensure that the custom learning rate scheduler is implemented correctly in the program.,,
1441,pytorch-lightning,6,Create a Python program using the 'pytorch-lightning' API to define a custom callback that saves model checkpoints during training. The program should demonstrate the use of this custom checkpoint callback to save model checkpoints at specified intervals.,code/pytorch-lightning/pytorch-lightning_6.py,Verify that model checkpoints are saved at specified intervals during training.,Ensure that the custom checkpoint callback is correctly configured to save checkpoints at the specified path and interval.,Check if the program successfully trains the 'ExampleModel' with the custom model checkpoint callback.,,
1442,pytorch-lightning,7,Create a Python program using the 'pytorch-lightning' API to define a custom data loader that loads data from a custom data source. The program should demonstrate the use of this custom data loader in a LightningModule for training a model on the custom data.,code/pytorch-lightning/pytorch-lightning_7.py,Check if the program successfully trains the 'ExampleModel' with the custom data loader.,Ensure that the custom data loader is correctly integrated into the training process.,Verify that the program can train a model using data from the custom data source without errors.,,
1443,pytorch-lightning,8,Create a Python program using the 'pytorch-lightning' API to define a custom logger that logs training metrics to a custom logging system. The program should demonstrate the use of this custom logger to log training metrics during model training.,code/pytorch-lightning/pytorch-lightning_8.py,Ensure that the program can log training metrics to a custom logger without errors.,Verify that the custom logger logs training metrics to the custom logging system.,Check if the program successfully trains the 'ExampleModel' with the custom logger.,,
1444,pytorch-lightning,9,"Create a Python program using the 'pytorch-lightning' API to define a model that uses a pre-trained transformer (e.g., BERT) for a natural language processing task. The program should demonstrate the use of a transformer-based model for text classification, fine-tuning the pre-trained model, and evaluating its performance on a validation dataset.",code/pytorch-lightning/pytorch-lightning_9.py,Ensure that the program can fine-tune the model on the sample data without errors.,Check if the program successfully fine-tunes a pre-trained transformer model for text classification.,Verify that the model can forward pass a batch of data and compute training and validation losses.,,
1445,pytorch-lightning,10,"Create a Python program using the 'pytorch-lightning' API to define a model that employs a pre-trained language model (e.g., GPT-3) for text generation. The program should demonstrate the use of the language model to generate text given a prompt and evaluate the generated text for quality.",code/pytorch-lightning/pytorch-lightning_10.py,Check if the program successfully generates text using a pre-trained language model based on a given prompt.,Ensure that the program can generate text with the specified maximum length and number of return sequences.,Verify that the generated text is decoded and printed correctly.,,
1446,pytorch-lightning,11,"Create a Python program using the 'pytorch-lightning' API to define a model that uses the 'pytorch-lightning' built-in image classification dataset. The program should demonstrate the use of a pre-built data module, model, and training loop for image classification, including training and validation steps.",code/pytorch-lightning/pytorch-lightning_11.py,Verify that the model computes training and validation loss and accuracy metrics.,Check if the program successfully trains an image classification model using the 'ImageNetDataModule'.,Ensure that the program can train the model on the ImageNet dataset without errors.,,
1447,pytorch-lightning,12,"Create a Python program using the 'pytorch-lightning' API to define a model for object detection. The program should demonstrate the use of a pre-built data module, model, and training loop for object detection, including training and validation steps.",code/pytorch-lightning/pytorch-lightning_12.py,Verify that the model computes training and validation loss.,Check if the program successfully trains an object detection model using the 'CocoDetectionDataModule'.,Ensure that the program can train the model on the COCO object detection dataset without errors.,,
1448,pytorch-lightning,13,"Create a Python program using the 'pytorch-lightning' API to define a model that uses a pre-trained speech recognition model for automatic speech recognition. The program should demonstrate the use of a pre-built data module, model, and training loop for speech recognition, including training and validation steps.",code/pytorch-lightning/pytorch-lightning_13.py,Ensure that the program can train the model on the CommonVoice speech recognition dataset without errors.,Check if the program successfully trains a speech recognition model using the 'CommonVoiceDataModule'.,Verify that the model computes training loss.,,
1449,pytorch-lightning,14,"Create a Python program using the 'pytorch-lightning' API to define a model that uses a pre-trained GAN (Generative Adversarial Network) for image generation. The program should demonstrate the use of a pre-built data module, generator, discriminator, loss functions, and training loop for GAN training.",code/pytorch-lightning/pytorch-lightning_14.py,Verify that the GAN model computes generator and discriminator losses.,Check if the program successfully trains a Generative Adversarial Network (GAN) with a generator and discriminator.,Ensure that the program can train the GAN on the CelebA dataset for image generation.,,
1450,pytorch-lightning,15,"Create a Python program using the 'pytorch-lightning' API to define a model that uses a pre-trained transformer model for a text generation task. The program should demonstrate the use of a pre-built data module, model, and training loop for text generation, including training and validation steps.",code/pytorch-lightning/pytorch-lightning_15.py,Verify that the model computes training and validation loss.,Check if the program successfully trains a text generation model using the 'TextGenerationDataModule'.,Ensure that the program can train the model for text generation without errors.,,
1451,pytorch-lightning,16,"Create a Python program using the 'pytorch-lightning' API to define a model that employs a pre-trained recommendation system model for personalized recommendations. The program should demonstrate the use of a pre-built data module, model, and training loop for recommendation, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_16.py,Check if the program successfully trains a recommendation model using the 'RecommendationDataModule'.,Ensure that the program can train the model for personalized recommendations without errors.,Verify that the model computes training and validation metrics.,,
1452,pytorch-lightning,17,"Create a Python program using the 'pytorch-lightning' API to define a model that uses reinforcement learning for an environment with a custom gym environment. The program should demonstrate the use of a custom gym environment, a reinforcement learning agent, and a training loop for reinforcement learning.",code/pytorch-lightning/pytorch-lightning_17.py,Ensure that the program can perform reinforcement learning in a custom gym environment without errors.,Check if the program successfully trains a reinforcement learning agent in a custom gym environment.,Verify that the reinforcement learning agent selects actions and learns from the environment.,,
1453,pytorch-lightning,18,"Create a Python program using the 'pytorch-lightning' API to define a model for time series forecasting. The program should demonstrate the use of a pre-built data module, model, and training loop for time series forecasting, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_18.py,Verify that the model computes training and validation metrics.,Check if the program successfully trains a time series forecasting model using the 'TimeSeriesForecastingDataModule'.,Ensure that the program can train the model for time series forecasting without errors.,,
1454,pytorch-lightning,19,"Create a Python program using the 'pytorch-lightning' API to define a model that employs a pre-trained graph neural network (GNN) for node classification in a graph. The program should demonstrate the use of a pre-built data module, GNN model, and training loop for node classification.",code/pytorch-lightning/pytorch-lightning_19.py,Check if the program successfully trains a graph-based node classification model using the 'GraphNodeClassificationDataModule'.,Verify that the model computes training and validation metrics.,Ensure that the program can train the model for node classification in a graph without errors.,,
1455,pytorch-lightning,20,"Create a Python program using the 'pytorch-lightning' API to define a model for image segmentation. The program should demonstrate the use of a pre-built data module, model, and training loop for image segmentation, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_20.py,Verify that the model computes training and validation loss.,Ensure that the program can train the model for image segmentation without errors.,Check if the program successfully trains an image segmentation model using the ' ImageSegmentationDataModule'.,,
1456,pytorch-lightning,21,"Create a Python program using the 'pytorch-lightning' API to define a model for image captioning. The program should demonstrate the use of a pre-built data module, model, and training loop for image captioning, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_21.py,Check if the program successfully trains an image captioning model using the 'ImageCaptioningDataModule'.,Verify that the model computes training and validation loss.,Ensure that the program can train the model for image captioning without errors.,,
1457,pytorch-lightning,22,"Create a Python program using the 'pytorch-lightning' API to define a model for anomaly detection in time series data. The program should demonstrate the use of a pre-built data module, model, and training loop for anomaly detection, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_22.py,Check if the program successfully trains an anomaly detection model using the 'AnomalyDetectionDataModule'.,Ensure that the program can train the model for anomaly detection without errors.,Verify that the model computes training and validation metrics.,,
1458,pytorch-lightning,23,"Create a Python program using the 'pytorch-lightning' API to define a model for video classification. The program should demonstrate the use of a pre-built data module, model, and training loop for video classification, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_23.py,Ensure that the program can train the model for video classification without errors.,Verify that the model computes training and validation loss.,Check if the program successfully trains a video classification model using the 'VideoClassificationDataModule'.,,
1459,pytorch-lightning,24,"Create a Python program using the 'pytorch-lightning' API to define a model for speech recognition. The program should demonstrate the use of a pre-built data module, model, and training loop for speech recognition, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_24.py,Check if the program successfully trains a speech recognition model using the 'SpeechRecognitionDataModule'.,Ensure that the program can train the model for speech recognition without errors.,Verify that the model computes training and validation loss.,,
1460,pytorch-lightning,25,"Create a Python program using the 'pytorch-lightning' API to define a model for sentiment analysis of text data. The program should demonstrate the use of a pre-built data module, model, and training loop for sentiment analysis, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_25.py,Ensure that the program can train the model for sentiment analysis without errors.,Verify that the model computes training and validation loss.,Check if the program successfully trains a sentiment analysis model using the 'SentimentAnalysisDataModule'.,,
1461,pytorch-lightning,26,"Create a Python program using the 'pytorch-lightning' API to define a model for named entity recognition (NER) in text data. The program should demonstrate the use of a pre-built data module, model, and training loop for NER, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_26.py,Check if the program successfully trains a named entity recognition (NER) model using the 'NERDataModule'.,Verify that the model computes training and validation loss.,Ensure that the program can train the model for NER without errors.,,
1462,pytorch-lightning,27,"Create a Python program using the 'pytorch-lightning' API to define a model for object detection in images. The program should demonstrate the use of a pre-built data module, model, and training loop for object detection, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_27.py,Ensure that the program can train the model for object detection without errors.,Verify that the model computes training and validation loss.,Check if the program successfully trains an object detection model using the 'ObjectDetectionDataModule'.,,
1463,pytorch-lightning,28,"Create a Python program using the 'pytorch-lightning' API to define a model for text generation using a pre-trained language model. The program should demonstrate the use of a pre-built data module, model, and training loop for text generation, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_28.py,Verify that the model computes training and validation loss.,Check if the program successfully trains a text generation model using the 'TextGenerationDataModule'.,Ensure that the program can train the model for text generation without errors.,,
1464,pytorch-lightning,29,"Create a Python program using the 'pytorch-lightning' API to define a model for machine translation. The program should demonstrate the use of a pre-built data module, model, and training loop for machine translation, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_29.py,Ensure that the program can train the model for machine translation without errors.,Verify that the model computes training and validation loss.,Check if the program successfully trains a machine translation model using the 'MachineTranslationDataModule'.,,
1465,pytorch-lightning,30,"Create a Python program using the 'pytorch-lightning' API to define a model for recommendation system. The program should demonstrate the use of a pre-built data module, model, and training loop for recommendation, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_30.py,Ensure that the program can train the model for recommendation without errors.,Verify that the model computes training and validation loss.,Check if the program successfully trains a recommendation system model using the 'RecommendationSystemDataModule'.,,
1466,pytorch-lightning,31,"Create a Python program using the 'pytorch-lightning' API to define a model for document classification using a pre-trained language model. The program should demonstrate the use of a pre-built data module, model, and training loop for document classification, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_31.py,Ensure that the program can train the model for document classification without errors.,Check if the program successfully trains a document classification model using the 'DocumentClassificationDataModule'.,Verify that the model computes training and validation loss.,,
1467,pytorch-lightning,32,"Create a Python program using the 'pytorch-lightning' API to define a model for image style transfer. The program should demonstrate the use of a pre-built data module, model, and training loop for image style transfer, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_32.py,Ensure that the program can perform image style transfer without errors.,Verify that the model computes training and validation loss.,Check if the program successfully performs image style transfer using the 'ImageStyleTransferDataModule'.,,
1468,pytorch-lightning,33,"Create a Python program using the 'pytorch-lightning' API to define a model for stock price prediction. The program should demonstrate the use of a pre-built data module, model, and training loop for stock price prediction, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_33.py,Verify that the model computes training and validation loss.,Check if the program successfully performs stock price prediction using the 'StockPricePredictionDataModule'.,Ensure that the program can perform stock price prediction without errors.,,
1469,pytorch-lightning,34,"Create a Python program using the 'pytorch-lightning' API to define a model for spam email classification. The program should demonstrate the use of a pre-built data module, model, and training loop for spam email classification, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_34.py,Check if the program successfully performs spam email classification using the 'SpamEmailClassificationDataModule'.,Verify that the model computes training and validation loss.,Ensure that the program can perform spam email classification without errors.,,
1470,pytorch-lightning,35,"Create a Python program using the 'pytorch-lightning' API to define a model for emotion recognition in text. The program should demonstrate the use of a pre-built data module, model, and training loop for emotion recognition, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_35.py,Ensure that the program can perform emotion recognition without errors.,Check if the program successfully performs emotion recognition using the 'EmotionRecognitionDataModule'.,Verify that the model computes training and validation loss.,,
1471,pytorch-lightning,36,"Create a Python program using the 'pytorch-lightning' API to define a model for sentiment analysis in text. The program should demonstrate the use of a pre-built data module, model, and training loop for sentiment analysis, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_36.py,Verify that the model computes training and validation loss.,Check if the program successfully performs sentiment analysis using the 'SentimentAnalysisDataModule'.,Ensure that the program can perform sentiment analysis without errors.,,
1473,pytorch-lightning,38,"Create a Python program using the 'pytorch-lightning' API to define a model for object detection. The program should demonstrate the use of a pre-built data module, model, and training loop for object detection, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_38.py,Ensure that the program can perform object detection without errors.,Verify that the model computes training and validation loss.,Check if the program successfully performs object detection using the 'ObjectDetectionDataModule'.,,
1474,pytorch-lightning,39,"Create a Python program using the 'pytorch-lightning' API to define a model for text summarization. The program should demonstrate the use of a pre-built data module, model, and training loop for text summarization, including training and evaluation steps.",code/pytorch-lightning/pytorch-lightning_39.py,Ensure that the program can perform text summarization without errors.,Verify that the model computes training and validation loss.,Check if the program successfully performs text summarization using the 'TextSummarizationDataModule'.,,
1477,rapidfuzz,1,Create a Python program using the 'rapidfuzz' API to demonstrate fuzzy string matching. The program should take a query string and compare it to a list of target strings using the 'fuzz.ratio' scorer from 'rapidfuzz'. Print the query string and the similarity score for each target string. The goal is to find similar strings in the list based on the ratio similarity score.,code/rapidfuzz/rapidfuzz_1.py,Ensure that the program finds the most similar target string(s) based on the ratio similarity score.,Verify that the program prints the query string and the similarity scores without errors.,Test if the program correctly calculates and prints the similarity scores for the query string compared to the list of target strings using the 'fuzz.ratio' scorer.,,
1478,rapidfuzz,2,Create a Python program using the 'rapidfuzz' API to demonstrate fuzzy string matching. The program should take a query string and compare it to a list of target strings using the 'fuzz.partial_ratio' scorer from 'rapidfuzz'. Print the query string and the similarity score for each target string. The goal is to find similar strings in the list based on the partial ratio similarity score.,code/rapidfuzz/rapidfuzz_2.py,Ensure that the program finds the most similar target string(s) based on the partial ratio similarity score.,Test if the program correctly calculates and prints the similarity scores for the query string compared to the list of target strings using the 'fuzz.partial_ratio' scorer.,Verify that the program prints the query string and the similarity scores without errors.,,
1479,rapidfuzz,3,Create a Python program using the 'rapidfuzz' API to demonstrate fuzzy string matching. The program should take a query string and compare it to a list of target strings using the 'fuzz.token_sort_ratio' scorer from 'rapidfuzz'. Print the query string and the similarity score for each target string. The goal is to find similar strings in the list based on the token sort ratio similarity score.,code/rapidfuzz/rapidfuzz_3.py,Ensure that the program finds the most similar target string(s) based on the token sort ratio similarity score.,Test if the program correctly calculates and prints the similarity scores for the query string compared to the list of target strings using the 'fuzz.token_sort_ratio' scorer.,Verify that the program prints the query string and the similarity scores without errors.,,
1480,rapidfuzz,4,Create a Python program using the 'rapidfuzz' API to demonstrate fuzzy string matching. The program should take a query string and compare it to a list of target strings using the 'fuzz.token_set_ratio' scorer from 'rapidfuzz'. Print the query string and the similarity score for each target string. The goal is to find similar strings in the list based on the token set ratio similarity score.,code/rapidfuzz/rapidfuzz_4.py,Ensure that the program finds the most similar target string(s) based on the token set ratio similarity score.,Verify that the program prints the query string and the similarity scores without errors.,Test if the program correctly calculates and prints the similarity scores for the query string compared to the list of target strings using the 'fuzz.token_set_ratio' scorer.,,
1481,rapidfuzz,5,Create a Python program using the 'rapidfuzz' API to demonstrate fuzzy string matching. The program should take a query string and compare it to a list of target strings using the 'fuzz.token_ratio' scorer from 'rapidfuzz'. Print the query string and the similarity score for each target string. The goal is to find similar strings in the list based on the token ratio similarity score.,code/rapidfuzz/rapidfuzz_5.py,Test if the program correctly calculates and prints the similarity scores for the query string compared to the list of target strings using the 'fuzz.token_ratio' scorer.,Ensure that the program finds the most similar target string(s) based on the token ratio similarity score.,Verify that the program prints the query string and the similarity scores without errors.,,
1482,rapidfuzz,6,Create a Python program using the 'rapidfuzz' API to demonstrate fuzzy string matching. The program should take a query string and compare it to a list of target strings using the 'fuzz.WRatio' scorer from 'rapidfuzz'. Print the query string and the similarity score for each target string. The goal is to find similar strings in the list based on the weighted ratio similarity score.,code/rapidfuzz/rapidfuzz_6.py,Ensure that the program finds the most similar target string(s) based on the weighted ratio similarity score.,Test if the program correctly calculates and prints the similarity scores for the query string compared to the list of target strings using the 'fuzz.WRatio' scorer.,Verify that the program prints the query string and the similarity scores without errors.,,
1483,rapidfuzz,7,"Create a Python program using the 'rapidfuzz' API to demonstrate fuzzy string matching. The program should take a query string and compare it to a list of target strings using the 'fuzz.token_sort_ratio' scorer from 'rapidfuzz'. Print the query string and the similarity score for each target string. Additionally, the program should calculate and print the partial ratio similarity score for each target string. The goal is to find similar strings in the list based on both the token sort ratio and partial ratio similarity scores.",code/rapidfuzz/rapidfuzz_7.py,Ensure that the program finds the most similar target string(s) based on both the token sort ratio and partial ratio similarity scores.,Test if the program correctly calculates and prints the token sort ratio similarity scores for the query string compared to the list of target strings using the 'fuzz.token_sort_ratio' scorer.,Test if the program correctly calculates and prints the partial ratio similarity scores for the query string compared to the list of target strings.,Verify that the program prints the query string and the similarity scores without errors.,
1484,rapidfuzz,8,"Create a Python program using the 'rapidfuzz' API to demonstrate fuzzy string matching. The program should take a query string and compare it to a list of target strings using the 'fuzz.token_set_ratio' scorer from 'rapidfuzz'. Print the query string and the similarity score for each target string. Additionally, the program should calculate and print the token ratio similarity score for each target string. The goal is to find similar strings in the list based on both the token set ratio and token ratio similarity scores.",code/rapidfuzz/rapidfuzz_8.py,Test if the program correctly calculates and prints the token set ratio similarity scores for the query string compared to the list of target strings using the 'fuzz.token_set_ratio' scorer.,Test if the program correctly calculates and prints the token ratio similarity scores for the query string compared to the list of target strings.,Ensure that the program finds the most similar target string(s) based on both the token set ratio and token ratio similarity scores.,Verify that the program prints the query string and the similarity scores without errors.,
1485,rapidfuzz,9,"Create a Python program using the 'rapidfuzz' API to demonstrate fuzzy string matching. The program should take a query string and compare it to a list of target strings using the 'fuzz.WRatio' scorer from 'rapidfuzz'. Print the query string and the similarity score for each target string. Additionally, the program should calculate and print the token sort ratio similarity score for each target string. The goal is to find similar strings in the list based on both the weighted ratio and token sort ratio similarity scores.",code/rapidfuzz/rapidfuzz_9.py,Ensure that the program finds the most similar target string(s) based on both the weighted ratio and token sort ratio similarity scores.,Test if the program correctly calculates and prints the token sort ratio similarity scores for the query string compared to the list of target strings.,Test if the program correctly calculates and prints the weighted ratio similarity scores for the query string compared to the list of target strings using the 'fuzz.WRatio' scorer.,Verify that the program prints the query string and the similarity scores without errors.,
1486,rapidfuzz,10,"Create a Python program using the 'rapidfuzz' API to demonstrate fuzzy string matching. The program should take a query string and compare it to a list of target strings using the 'fuzz.WRatio' scorer from 'rapidfuzz'. Print the query string and the similarity score for each target string. Additionally, the program should calculate and print the token set ratio similarity score for each target string. The goal is to find similar strings in the list based on both the weighted ratio and token set ratio similarity scores.",code/rapidfuzz/rapidfuzz_10.py,Ensure that the program finds the most similar target string(s) based on both the weighted ratio and token set ratio similarity scores.,Test if the program correctly calculates and prints the token set ratio similarity scores for the query string compared to the list of target strings.,Test if the program correctly calculates and prints the weighted ratio similarity scores for the query string compared to the list of target strings using the 'fuzz.WRatio' scorer.,Verify that the program prints the query string and the similarity scores without errors.,
